Image,X,Y,Z,Score,longitude,latitude,dTime
PR_20100604_075134_467_LC16.tif,-487.756136084858,116.976014463653,57.030682266074,0.9841928,147.224557612246,-43.6154469958783,5310.632
PR_20100604_075135_498_LC16.tif,-487.883288881528,117.652092415554,57.1064799447452,0.9629583,147.224556037669,-43.6154409107444,5311.663
PR_20100604_075244_487_LC16.tif,-493.34472092199,114.244055118337,54.2109013087839,0.87236065,147.224488377625,-43.6154715812429,5380.652
PR_20100604_075245_473_LC16.tif,-493.265381910009,113.626443591483,54.0884269916568,0.9652125,147.224489359925,-43.615477140118,5381.638
PR_20100604_075246_476_LC16.tif,-493.217384295711,112.898661619923,54.0319048292541,0.88710225,147.224489953863,-43.6154836905633,5382.641
PR_20100604_075247_479_LC16.tif,-494.106142779115,112.853083964826,53.7541500738232,0.9574383,147.224478943756,-43.6154841001967,5383.644
PR_20100604_075248_513_LC16.tif,-493.953346822622,111.98680788553,54.0738428433488,0.96138775,147.224480835823,-43.61549189723,5384.678
PR_20100604_075249_467_LC16.tif,-493.584586488753,111.447718500856,53.9530011224548,0.93662924,147.224485403587,-43.6154967495572,5385.632
PR_20100604_075301_496_LC16.tif,-496.951781915079,110.170854577916,53.0700840259331,0.9017067,147.224443689117,-43.615508239753,5397.661
PR_20100604_075302_478_LC16.tif,-496.85704316982,109.558788142115,53.0978143104549,0.97880656,147.224444862192,-43.6155137487301,5398.643
PR_20100604_075406_510_LC16.tif,-497.753589713974,108.802830101174,53.1596344949971,0.96860236,147.224433754947,-43.6155205521442,5462.675
PR_20100604_075407_489_LC16.tif,-497.390238930154,109.76131359771,53.0075321851392,0.98562235,147.224438257071,-43.6155119255406,5463.654
PR_20100604_075420_499_LC16.tif,-494.030502905561,113.791949346147,53.5869958138266,0.9235578,147.224479881651,-43.6154756499737,5476.664
PR_20100604_075546_485_LC16.tif,-493.708680846589,113.667022108775,53.8171268132375,0.9593286,147.224483868313,-43.6154767745967,5562.65
PR_20100604_075703_511_LC16.tif,-491.301603122466,99.0943940514143,55.6233372979106,0.8320701,147.224513674297,-43.615607937363,5639.676
PR_20100604_075704_551_LC16.tif,-491.347971595731,98.9002685998196,55.611039242544,0.9534059,147.224513099701,-43.6156096845616,5640.716
PR_20100604_075705_491_LC16.tif,-491.470958416161,98.8781623360651,55.5965996724407,0.98394567,147.2245115761,-43.6156098834483,5641.656
PR_20100604_075706_494_LC16.tif,-491.487137491768,98.8440191307653,55.5893244836509,0.99069375,147.224511375639,-43.6156101907441,5642.659
PR_20100604_075707_511_LC16.tif,-491.469524609791,98.7389150526161,55.5967228456385,0.9799136,147.224511593735,-43.6156111367466,5643.676
PR_20100604_075707_511_LC16.tif,-490.307948102211,99.1358187913821,55.7434984454634,0.9579363,147.224525983898,-43.6156075651736,5643.676
PR_20100604_075708_501_LC16.tif,-490.337169532504,99.0189615499573,55.8138694141765,0.9568408,147.224525621792,-43.6156086169299,5644.666
PR_20100604_075709_525_LC16.tif,-490.32565046397,98.8736620594799,55.8184202455465,0.92620826,147.224525764361,-43.6156099247078,5645.69
PR_20100604_075736_518_LC16.tif,-479.631611243146,97.9763588421648,56.0919480637691,0.9304394,147.2246582431,-43.6156180078621,5672.683
PR_20100604_075737_495_LC16.tif,-479.602119724215,97.8939170933549,56.1807319850091,0.91582,147.224658608373,-43.6156187498994,5673.66
